source	target	count
platelet	CD1c-positive myeloid dendritic cell	65
platelet	CD4-positive, alpha-beta memory T cell	93
platelet	CD8-positive, alpha-beta memory T cell	110
platelet	classical monocyte	115
platelet	endothelial cell	114
platelet	erythrocyte	27
platelet	hematopoietic stem cell	38
platelet	innate lymphoid cell	37
platelet	intermediate monocyte	31
platelet	macrophage	106
platelet	mature NK T cell	98
platelet	memory B cell	114
platelet	naive B cell	39
platelet	naive thymus-derived CD4-positive, alpha-beta T cell	80
platelet	naive thymus-derived CD8-positive, alpha-beta T cell	49
platelet	neutrophil	71
platelet	plasma cell	121
platelet	plasmacytoid dendritic cell	63
platelet	regulatory T cell	66
platelet	type I NK T cell	95
regulatory T cell	CD1c-positive myeloid dendritic cell	85
regulatory T cell	CD4-positive, alpha-beta memory T cell	128
regulatory T cell	CD8-positive, alpha-beta memory T cell	151
regulatory T cell	classical monocyte	161
regulatory T cell	endothelial cell	151
regulatory T cell	erythrocyte	46
regulatory T cell	hematopoietic stem cell	60
regulatory T cell	innate lymphoid cell	62
regulatory T cell	intermediate monocyte	45
regulatory T cell	macrophage	145
regulatory T cell	mature NK T cell	134
regulatory T cell	memory B cell	154
regulatory T cell	naive B cell	54
regulatory T cell	naive thymus-derived CD4-positive, alpha-beta T cell	108
regulatory T cell	naive thymus-derived CD8-positive, alpha-beta T cell	77
regulatory T cell	neutrophil	107
regulatory T cell	plasma cell	166
regulatory T cell	plasmacytoid dendritic cell	90
regulatory T cell	platelet	55
regulatory T cell	type I NK T cell	117
type I NK T cell	CD1c-positive myeloid dendritic cell	110
type I NK T cell	CD4-positive, alpha-beta memory T cell	173
type I NK T cell	CD8-positive, alpha-beta memory T cell	207
type I NK T cell	classical monocyte	217
type I NK T cell	endothelial cell	202
type I NK T cell	erythrocyte	60
type I NK T cell	hematopoietic stem cell	83
type I NK T cell	innate lymphoid cell	86
type I NK T cell	intermediate monocyte	59
type I NK T cell	macrophage	199
type I NK T cell	mature NK T cell	173
type I NK T cell	memory B cell	221
type I NK T cell	naive B cell	75
type I NK T cell	naive thymus-derived CD4-positive, alpha-beta T cell	153
type I NK T cell	naive thymus-derived CD8-positive, alpha-beta T cell	100
type I NK T cell	neutrophil	138
type I NK T cell	plasma cell	226
type I NK T cell	plasmacytoid dendritic cell	115
type I NK T cell	platelet	72
type I NK T cell	regulatory T cell	129
